x_world,z_world
-0.189035,-0.425032
-0.183448,-0.427366
-0.178051,-0.430118
-0.175967,-0.431478
-0.172908,-0.433017
-0.167562,-0.435603
-0.162351,-0.438652
-0.157538,-0.442012
-0.155559,-0.443670
-0.152295,-0.445960
-0.147479,-0.449435
-0.142985,-0.453258
-0.140035,-0.456215
-0.138278,-0.457984
-0.133958,-0.461873
-0.129839,-0.466187
-0.126406,-0.470437
-0.124759,-0.472490
-0.121992,-0.475657
-0.118263,-0.480354
-0.114828,-0.485295
-0.111375,-0.490223
-0.107886,-0.495143
-0.104392,-0.500058
-0.100894,-0.504969
-0.097394,-0.509879
-0.093899,-0.514794
-0.090427,-0.519726
-0.087034,-0.524713
-0.083798,-0.529809
-0.080793,-0.535052
-0.078075,-0.540454
-0.075829,-0.545614
-0.074445,-0.549046
-0.072505,-0.553343
-0.070431,-0.558772
-0.068755,-0.564441
-0.067499,-0.569761
-0.066383,-0.574636
-0.065091,-0.580406
-0.064041,-0.586261
-0.063165,-0.592175
-0.062420,-0.598110
-0.061781,-0.604063
-0.061227,-0.610094
-0.060744,-0.616130
-0.060321,-0.622167
-0.059951,-0.628205
-0.059627,-0.634235
-0.059341,-0.640257
-0.059087,-0.646281
-0.058864,-0.652306
-0.058663,-0.658331
-0.058464,-0.664357
-0.058263,-0.670382
-0.058060,-0.676408
-0.057857,-0.682433
-0.057653,-0.688458
-0.057450,-0.694484
-0.057363,-0.700521
-0.057742,-0.706550
-0.058569,-0.712421
-0.059551,-0.716691
-0.060031,-0.718524
-0.060640,-0.723237
-0.061722,-0.729166
-0.063240,-0.735027
-0.064979,-0.740119
-0.066088,-0.742894
-0.067402,-0.746737
-0.069414,-0.752407
-0.071866,-0.757933
-0.073908,-0.761729
-0.075302,-0.764166
-0.077843,-0.769262
-0.080846,-0.774494
-0.084200,-0.779423
-0.085843,-0.781434
-0.088216,-0.784917
-0.091622,-0.789857
-0.095037,-0.794803
-0.098460,-0.799754
-0.101887,-0.804708
-0.105318,-0.809661
-0.108755,-0.814615
-0.112193,-0.819569
-0.115631,-0.824523
-0.119068,-0.829476
-0.122505,-0.834429
-0.125943,-0.839382
-0.129380,-0.844335
-0.132818,-0.849287
-0.136255,-0.854240
-0.139793,-0.859132
-0.143712,-0.863756
-0.147973,-0.868077
-0.149768,-0.869853
-0.152007,-0.872207
-0.156121,-0.876580
-0.160593,-0.880651
-0.165286,-0.884324
-0.167593,-0.885969
-0.170381,-0.888239
-0.175117,-0.891900
-0.180158,-0.895204
-0.184492,-0.897581
-0.186943,-0.898970
-0.191094,-0.901442
-0.196414,-0.904223
-0.201816,-0.906523
-0.205153,-0.907698
-0.208018,-0.908826
-0.213458,-0.911037
-0.212429,-0.910834
-0.212607,-0.910882
-0.212786,-0.910903
-0.212845,-0.910910
-0.213156,-0.910948
-0.217271,-0.911286
-0.221165,-0.911162
-0.224983,-0.911064
-0.228963,-0.910985
-0.234951,-0.910752
-0.240948,-0.910132
-0.246922,-0.909376
-0.252886,-0.908565
-0.258907,-0.907852
-0.264958,-0.907609
-0.271017,-0.907833
-0.275453,-0.908334
-0.277193,-0.908552
-0.282156,-0.908648
-0.288168,-0.909052
-0.294161,-0.909911
-0.299281,-0.911051
-0.302395,-0.911869
-0.306593,-0.912786
-0.312377,-0.914203
-0.317966,-0.916060
-0.321172,-0.917419
-0.324451,-0.918655
-0.329969,-0.920674
-0.335310,-0.923142
-0.339186,-0.925288
-0.341562,-0.926727
-0.346578,-0.929353
-0.346570,-0.929351
-0.348382,-0.929514
-0.348382,-0.929514
-0.348382,-0.929514
-0.348382,-0.929514
-0.348373,-0.929503
-0.347895,-0.929487
-0.348005,-0.929473
-0.350927,-0.929101
-0.354314,-0.928455
-0.357351,-0.927923
-0.362149,-0.927147
-0.367973,-0.925820
-0.373792,-0.924265
-0.379593,-0.922662
-0.385393,-0.921053
-0.391197,-0.919447
-0.397004,-0.917846
-0.402815,-0.916247
-0.408626,-0.914647
-0.414439,-0.913046
-0.420251,-0.911446
-0.426064,-0.909846
-0.431876,-0.908246
-0.437689,-0.906646
-0.443477,-0.904930
-0.449131,-0.902763
-0.454609,-0.900177
-0.458363,-0.897942
-0.460260,-0.896699
-0.464222,-0.894849
-0.469565,-0.892108
-0.474707,-0.888935
-0.479085,-0.885725
-0.481026,-0.884010
-0.484527,-0.881597
-0.489361,-0.878029
-0.493865,-0.874130
-0.496790,-0.871142
-0.498550,-0.869374
-0.502884,-0.865405
-0.507014,-0.861024
-0.510754,-0.856388
-0.512331,-0.854253
-0.515053,-0.851028
-0.515078,-0.851037
-0.516429,-0.850297
-0.520729,-0.848555
-0.523193,-0.847207
-0.524013,-0.846657
-0.524282,-0.846461
-0.527844,-0.844436
-0.533455,-0.842187
-0.539034,-0.839936
-0.544599,-0.837678
-0.550161,-0.835412
-0.555724,-0.833138
-0.561289,-0.830856
-0.566857,-0.828568
-0.572426,-0.826276
-0.577998,-0.823980
-0.583570,-0.821679
-0.589143,-0.819378
-0.594717,-0.817079
-0.600290,-0.814779
-0.605864,-0.812480
-0.611437,-0.810181
-0.617011,-0.807883
-0.622584,-0.805584
-0.628158,-0.803286
-0.633731,-0.800988
-0.639305,-0.798689
-0.644878,-0.796391
-0.650451,-0.794092
-0.656025,-0.791794
-0.661599,-0.789495
-0.667172,-0.787196
-0.672746,-0.784898
-0.678319,-0.782599
-0.683893,-0.780300
-0.689466,-0.778001
-0.695039,-0.775703
-0.700613,-0.773404
-0.706186,-0.771105
-0.711760,-0.768806
-0.717333,-0.766507
-0.722907,-0.764209
-0.728481,-0.761910
-0.734054,-0.759612
-0.739628,-0.757314
-0.745201,-0.755015
-0.750775,-0.752717
-0.756348,-0.750419
-0.761922,-0.748120
-0.767496,-0.745822
-0.773069,-0.743523
-0.778643,-0.741225
-0.784217,-0.738926
-0.789790,-0.736627
-0.795364,-0.734328
-0.800937,-0.732030
-0.806510,-0.729731
-0.812084,-0.727432
-0.817657,-0.725133
-0.823281,-0.722938
-0.829081,-0.721174
-0.835001,-0.719851
-0.837622,-0.719401
-0.840115,-0.718744
-0.845910,-0.717206
-0.851976,-0.716133
-0.858008,-0.715544
-0.861941,-0.715400
-0.865674,-0.715212
-0.870677,-0.714893
-0.876711,-0.714837
-0.881969,-0.715173
-0.885612,-0.715509
-0.890138,-0.715846
-0.896133,-0.716489
-0.902074,-0.717587
-0.905586,-0.718482
-0.909149,-0.719276
-0.915006,-0.720572
-0.914126,-0.720211
-0.910254,-0.717453
-0.910254,-0.717453
-0.910254,-0.717453
-0.910254,-0.717453
-0.910254,-0.717453
-0.911035,-0.718258
-0.915918,-0.721873
-0.920466,-0.725851
-0.924641,-0.730119
-0.926824,-0.732589
-0.928848,-0.734635
-0.933017,-0.738832
-0.936912,-0.743431
-0.940333,-0.748200
-0.941819,-0.750477
-0.943994,-0.753379
-0.947419,-0.758204
-0.950465,-0.763307
-0.952644,-0.767749
-0.953936,-0.770323
-0.956024,-0.774124
-0.958645,-0.779505
-0.960821,-0.785035
-0.962125,-0.789368
-0.963048,-0.792277
-0.962287,-0.789694
-0.961882,-0.786072
-0.961882,-0.786072
-0.961879,-0.787841
-0.962104,-0.789656
-0.962916,-0.793502
-0.963139,-0.797567
-0.963121,-0.799957
-0.963149,-0.805941
-0.963163,-0.811957
-0.963158,-0.818026
-0.962980,-0.823897
-0.962530,-0.827839
-0.962343,-0.829564
-0.962341,-0.834457
-0.962083,-0.840472
-0.961356,-0.846481
-0.960194,-0.852268
-0.959406,-0.855239
-0.958647,-0.858820
-0.957418,-0.864704
-0.955734,-0.870508
-0.953991,-0.875143
-0.955728,-0.871957
-0.958035,-0.868479
-0.959442,-0.866809
-0.960329,-0.865862
-0.960897,-0.865287
-0.961268,-0.864921
-0.961509,-0.864683
-0.960318,-0.866025
-0.958353,-0.867802
-0.958070,-0.867997
-0.957899,-0.868117
-0.956953,-0.868855
-0.953657,-0.871048
-0.952458,-0.871660
-0.951669,-0.872119
-0.949609,-0.873351
-0.945430,-0.875303
-0.943397,-0.876023
-0.941967,-0.876633
-0.937766,-0.878442
-0.932843,-0.879848
-0.929508,-0.880581
-0.926702,-0.881300
-0.921484,-0.882669
-0.915565,-0.883632
-0.909750,-0.884215
-0.903927,-0.884662
-0.897918,-0.885022
-0.891904,-0.885279
-0.885885,-0.885463
-0.879862,-0.885597
-0.873837,-0.885690
-0.867809,-0.885744
-0.861781,-0.885766
-0.855753,-0.885761
-0.849724,-0.885733
-0.843696,-0.885687
-0.837667,-0.885624
-0.831639,-0.885549
-0.825611,-0.885463
-0.819584,-0.885368
-0.813556,-0.885265
-0.807528,-0.885156
-0.801500,-0.885042
-0.795473,-0.884923
-0.789445,-0.884801
-0.783417,-0.884675
-0.777389,-0.884547
-0.771361,-0.884417
-0.765334,-0.884286
-0.759306,-0.884153
-0.753278,-0.884020
-0.747251,-0.883886
-0.741223,-0.883752
-0.735196,-0.883617
-0.729169,-0.883483
-0.723142,-0.883349
-0.717115,-0.883214
-0.711088,-0.883080
-0.705061,-0.882946
-0.699034,-0.882812
-0.693007,-0.882678
-0.686980,-0.882544
-0.680952,-0.882410
-0.674925,-0.882276
-0.668898,-0.882142
-0.662870,-0.882008
-0.656843,-0.881874
-0.650815,-0.881740
-0.644787,-0.881605
-0.638760,-0.881471
-0.632732,-0.881337
-0.626705,-0.881202
-0.620677,-0.881068
-0.614650,-0.880933
-0.608622,-0.880799
-0.602595,-0.880665
-0.596568,-0.880530
-0.590541,-0.880396
-0.584514,-0.880261
-0.578487,-0.880127
-0.572460,-0.879993
-0.566433,-0.879859
-0.560406,-0.879725
-0.554379,-0.879591
-0.548351,-0.879457
-0.542324,-0.879323
-0.536297,-0.879189
-0.530269,-0.879055
-0.524241,-0.878921
-0.518214,-0.878787
-0.512186,-0.878652
-0.506158,-0.878518
-0.500131,-0.878383
-0.494103,-0.878249
-0.488076,-0.878114
-0.482049,-0.877980
-0.476022,-0.877845
-0.469994,-0.877711
-0.463967,-0.877576
-0.457940,-0.877442
-0.451914,-0.877308
-0.445887,-0.877174
-0.439860,-0.877040
-0.433832,-0.876906
-0.427805,-0.876772
-0.421778,-0.876638
-0.415750,-0.876504
-0.409723,-0.876369
-0.403695,-0.876235
-0.397668,-0.876101
-0.391640,-0.875967
-0.385612,-0.875832
-0.379585,-0.875698
-0.373557,-0.875563
-0.367530,-0.875429
-0.361503,-0.875294
-0.355475,-0.875160
-0.349448,-0.875025
-0.343411,-0.875009
-0.337401,-0.875461
-0.331586,-0.876358
-0.327795,-0.877297
-0.325964,-0.877764
-0.321238,-0.878347
-0.315301,-0.879353
-0.309430,-0.880824
-0.303906,-0.882688
-0.301486,-0.883739
-0.298139,-0.884882
-0.292437,-0.886760
-0.286864,-0.889087
-0.281769,-0.891692
-0.279402,-0.893110
-0.275642,-0.895081
-0.270346,-0.897933
-0.265262,-0.901201
-0.262127,-0.903567
-0.260012,-0.905165
-0.259911,-0.905156
-0.259060,-0.905257
-0.255702,-0.905226
-0.254356,-0.905224
-0.253806,-0.905263
-0.253610,-0.905280
-0.251813,-0.905539
-0.245812,-0.906572
-0.239783,-0.907074
-0.233714,-0.907082
-0.227664,-0.906616
-0.223614,-0.905977
-0.221845,-0.905692
-0.216946,-0.905466
-0.210948,-0.904908
-0.204980,-0.903896
-0.199484,-0.902517
-0.196631,-0.901621
-0.193126,-0.900728
-0.187296,-0.899271
-0.181638,-0.897386
-0.177078,-0.895446
-0.174462,-0.894197
-0.170000,-0.892462
-0.164624,-0.890040
-0.159476,-0.887192
-0.154410,-0.883963
-0.149328,-0.880763
-0.144224,-0.877590
-0.139102,-0.874432
-0.133974,-0.871277
-0.128842,-0.868124
-0.123709,-0.864968
-0.118575,-0.861811
-0.113440,-0.858652
-0.108306,-0.855492
-0.103172,-0.852332
-0.098038,-0.849171
-0.092904,-0.846010
-0.087771,-0.842849
-0.082637,-0.839687
-0.077504,-0.836526
-0.072370,-0.833365
-0.067237,-0.830204
-0.062102,-0.827046
-0.056944,-0.823924
-0.051694,-0.820944
-0.046553,-0.818431
-0.042001,-0.816686
-0.039946,-0.816139
-0.040394,-0.816322
-0.040784,-0.816455
-0.041126,-0.816554
-0.041429,-0.816624
-0.040604,-0.816512
-0.039335,-0.816396
-0.039804,-0.816420
-0.040122,-0.816427
-0.040325,-0.816428
-0.038886,-0.816497
-0.035186,-0.817012
-0.032840,-0.817590
-0.031200,-0.817873
-0.026461,-0.818618
-0.020692,-0.820169
-0.014930,-0.821927
-0.009185,-0.823708
-0.003440,-0.825486
0.002310,-0.827260
0.008065,-0.829030
0.013823,-0.830800
0.019583,-0.832570
0.025344,-0.834342
0.031106,-0.836114
0.036868,-0.837887
0.042630,-0.839661
0.048392,-0.841435
0.054154,-0.843210
0.059916,-0.844984
0.065678,-0.846759
0.071439,-0.848534
0.077201,-0.850308
0.082963,-0.852083
0.088724,-0.853858
0.094486,-0.855632
0.100248,-0.857407
0.106010,-0.859181
0.111773,-0.860950
0.117542,-0.862703
0.123321,-0.864423
0.129115,-0.866092
0.134930,-0.867689
0.140769,-0.869201
0.146631,-0.870617
0.152517,-0.871930
0.158425,-0.873139
0.164354,-0.874246
0.170302,-0.875256
0.176265,-0.876174
0.182235,-0.877005
0.188210,-0.877758
0.194192,-0.878438
0.200177,-0.879185
0.206116,-0.880403
0.211948,-0.882072
0.216075,-0.883628
0.217969,-0.884434
0.222382,-0.885617
0.228119,-0.887421
0.233728,-0.889684
0.238570,-0.892086
0.241009,-0.893455
0.244990,-0.895268
0.250342,-0.898021
0.255488,-0.901191
0.258787,-0.903585
0.260931,-0.905166
0.265913,-0.908373
0.270710,-0.912023
0.275135,-0.915973
0.276864,-0.917752
0.279970,-0.920506
0.280045,-0.920526
0.282014,-0.921117
0.282014,-0.921117
0.282014,-0.921117
0.282014,-0.921117
0.282014,-0.921117
0.282014,-0.921117
0.282014,-0.921117
0.282013,-0.921131
0.282089,-0.921121
0.282104,-0.921116
0.282099,-0.921112
0.282091,-0.921110
0.284125,-0.920989
0.289144,-0.920121
0.293718,-0.919013
0.298893,-0.917844
0.304710,-0.916437
0.310527,-0.914916
0.316339,-0.913368
0.322153,-0.911813
0.327971,-0.910259
0.333793,-0.908705
0.339617,-0.907152
0.345441,-0.905599
0.351266,-0.904044
0.357092,-0.902490
0.362917,-0.900935
0.368742,-0.899380
0.374566,-0.897824
0.380391,-0.896269
0.386216,-0.894713
0.392041,-0.893157
0.397844,-0.891486
0.403529,-0.889365
0.409059,-0.886809
0.411195,-0.885531
0.414034,-0.884218
0.419551,-0.881854
0.424907,-0.879052
0.429927,-0.875925
0.432322,-0.874164
0.435151,-0.872316
0.440181,-0.869170
0.444966,-0.865627
0.448953,-0.862133
0.450718,-0.860349
0.454086,-0.857673
0.458606,-0.853714
0.462768,-0.849452
0.465476,-0.846191
0.467238,-0.844313
0.471121,-0.840116
0.475001,-0.835485
0.478884,-0.830863
0.482770,-0.826247
0.486657,-0.821634
0.490545,-0.817023
0.494432,-0.812412
0.498318,-0.807803
0.502204,-0.803193
0.506089,-0.798583
0.509966,-0.793967
0.513758,-0.789273
0.516761,-0.784981
0.518576,-0.781585
0.518982,-0.780500
0.518810,-0.780810
0.518712,-0.780979
0.518655,-0.781073
0.518621,-0.781124
0.519095,-0.779255
0.519579,-0.775953
0.519810,-0.773130
0.520048,-0.770515
0.520457,-0.766336
0.520625,-0.760355
0.520455,-0.754331
0.520289,-0.748314
0.520138,-0.742296
0.519991,-0.736276
0.519846,-0.730254
0.519707,-0.724229
0.519571,-0.718203
0.519436,-0.712176
0.519302,-0.706149
0.519168,-0.700121
0.519033,-0.694094
0.518899,-0.688066
0.518764,-0.682039
0.518628,-0.676011
0.518493,-0.669984
0.518358,-0.663957
0.518223,-0.657930
0.518088,-0.651903
0.517953,-0.645876
0.517818,-0.639849
0.517683,-0.633822
0.517549,-0.627795
0.517414,-0.621768
0.517279,-0.615740
0.517145,-0.609713
0.517010,-0.603685
0.516875,-0.597658
0.516740,-0.591630
0.516605,-0.585602
0.516470,-0.579575
0.516335,-0.573547
0.516200,-0.567520
0.516065,-0.561493
0.515930,-0.555465
0.515794,-0.549438
0.515659,-0.543411
0.515524,-0.537384
0.515389,-0.531357
0.515254,-0.525330
0.515120,-0.519303
0.514985,-0.513276
0.514850,-0.507249
0.514715,-0.501222
0.514581,-0.495195
0.514407,-0.489167
0.514005,-0.483312
0.513239,-0.478756
0.512682,-0.476802
0.512481,-0.476463
0.512354,-0.476239
0.512262,-0.476042
0.510925,-0.472262
0.509658,-0.469693
0.508740,-0.467969
0.507343,-0.464841
0.504692,-0.460009
0.501413,-0.454978
0.498044,-0.450016
0.494695,-0.445037
0.491371,-0.440027
0.488050,-0.435010
0.484729,-0.429988
0.481407,-0.424964
0.478083,-0.419937
0.474757,-0.414910
0.471429,-0.409884
0.468100,-0.404857
0.464770,-0.399830
0.461441,-0.394804
0.458111,-0.389778
0.454782,-0.384752
0.451452,-0.379726
0.448122,-0.374700
0.444793,-0.369674
0.441463,-0.364648
0.438134,-0.359622
0.434805,-0.354595
0.431475,-0.349569
0.428146,-0.344542
0.424817,-0.339516
0.421488,-0.334490
0.418159,-0.329464
0.414830,-0.324437
0.411501,-0.319411
0.408172,-0.314385
0.404843,-0.309358
0.401513,-0.304332
0.398184,-0.299305
0.394854,-0.294279
0.391525,-0.289253
0.388195,-0.284227
0.384866,-0.279201
0.381536,-0.274175
0.378207,-0.269149
0.374877,-0.264122
0.371548,-0.259096
0.368219,-0.254070
0.364889,-0.249043
0.361560,-0.244017
0.358231,-0.238990
0.354902,-0.233964
0.351573,-0.228938
0.348244,-0.223911
0.344915,-0.218885
0.341586,-0.213859
0.338257,-0.208832
0.334928,-0.203806
0.331496,-0.198837
0.327676,-0.194127
0.323510,-0.189715
0.320327,-0.186690
0.318550,-0.184908
0.315744,-0.181784
0.311456,-0.177516
0.306863,-0.173568
0.302425,-0.170310
0.300258,-0.168727
0.296972,-0.166093
0.292187,-0.162672
0.287145,-0.159664
0.283637,-0.157888
0.281175,-0.156503
0.276098,-0.153631
0.270772,-0.151182
0.266118,-0.149497
0.263233,-0.148461
0.259052,-0.146789
0.253391,-0.144745
0.247730,-0.142673
0.242069,-0.140598
0.236408,-0.138523
0.230747,-0.136449
0.225085,-0.134374
0.219424,-0.132301
0.213762,-0.130229
0.208101,-0.128158
0.202439,-0.126087
0.196777,-0.124016
0.191115,-0.121945
0.185453,-0.119874
0.179743,-0.117912
0.173875,-0.116391
0.168004,-0.115332
0.165325,-0.115009
0.162778,-0.114473
0.157072,-0.113209
0.151238,-0.112426
0.145437,-0.112147
0.141424,-0.112148
0.137418,-0.112130
0.132726,-0.112082
0.126698,-0.112260
0.120968,-0.112859
0.117274,-0.113442
0.113411,-0.113966
0.107454,-0.114835
0.101565,-0.116154
0.097398,-0.117426
0.094413,-0.118367
0.089315,-0.119745
0.083567,-0.121526
0.077814,-0.123303
0.072058,-0.125077
0.066299,-0.126850
0.060539,-0.128623
0.054778,-0.130396
0.049016,-0.132170
0.043255,-0.133945
0.037494,-0.135720
0.031732,-0.137495
0.025970,-0.139271
0.020209,-0.141046
0.014447,-0.142821
0.008685,-0.144597
0.002923,-0.146372
-0.002836,-0.148156
-0.008573,-0.150024
-0.014024,-0.152114
-0.018444,-0.154304
-0.020067,-0.155350
-0.019274,-0.154783
-0.018571,-0.154231
-0.017951,-0.153707
-0.017517,-0.153323
-0.018607,-0.154264
-0.019858,-0.155605
-0.020568,-0.156373
-0.022090,-0.157975
-0.025126,-0.161765
-0.026441,-0.163673
-0.027923,-0.165597
-0.031238,-0.169939
-0.033897,-0.174284
-0.035527,-0.177562
-0.036936,-0.180063
-0.039300,-0.184121
-0.041966,-0.189513
-0.044680,-0.194898
-0.047397,-0.200279
-0.050116,-0.205660
-0.052836,-0.211040
-0.055556,-0.216420
-0.058276,-0.221801
-0.060993,-0.227182
-0.063710,-0.232563
-0.066428,-0.237944
-0.069147,-0.243326
-0.071865,-0.248707
-0.074583,-0.254089
-0.077301,-0.259470
-0.080018,-0.264852
-0.082736,-0.270234
-0.085454,-0.275616
-0.088172,-0.280998
-0.090889,-0.286379
-0.093607,-0.291761
-0.096324,-0.297143
-0.099041,-0.302524
-0.101759,-0.307906
-0.104476,-0.313288
-0.107193,-0.318669
-0.109911,-0.324051
-0.112628,-0.329432
-0.115345,-0.334813
-0.118063,-0.340195
-0.120781,-0.345576
-0.123498,-0.350958
-0.126216,-0.356340
-0.128934,-0.361721
-0.131652,-0.367103
-0.134369,-0.372484
-0.137087,-0.377866
-0.139805,-0.383248
-0.142523,-0.388630
-0.145240,-0.394012
-0.147958,-0.399393
-0.150675,-0.404775
-0.153393,-0.410157
-0.156110,-0.415538
-0.158827,-0.420920
-0.161544,-0.426302
-0.164262,-0.431683
-0.166979,-0.437065
-0.169696,-0.442446
-0.172414,-0.447827
-0.175131,-0.453209
-0.177849,-0.458590
-0.180567,-0.463972
-0.183284,-0.469353
-0.186002,-0.474735
-0.188720,-0.480117
-0.191438,-0.485498
-0.194156,-0.490880
-0.196873,-0.496262
-0.199591,-0.501644
-0.202309,-0.507026
-0.205026,-0.512407
-0.207744,-0.517789
-0.210461,-0.523171
-0.213178,-0.528552
-0.215896,-0.533934
-0.218613,-0.539316
-0.221330,-0.544697
-0.223946,-0.550137
-0.226147,-0.555783
-0.227943,-0.561595
-0.228592,-0.564123
-0.229437,-0.566524
-0.231402,-0.572047
-0.232929,-0.577811
-0.233988,-0.583746
-0.234428,-0.587695
-0.234877,-0.591227
-0.235604,-0.596147
-0.236132,-0.602107
-0.236196,-0.607168
-0.236160,-0.611148
-0.236156,-0.615181
-0.236052,-0.621203
-0.235493,-0.627226
-0.234827,-0.631343
-0.234295,-0.634780
-0.233561,-0.640151
-0.232513,-0.646079
-0.231473,-0.652011
-0.230438,-0.657946
-0.229407,-0.663883
-0.228378,-0.669822
-0.227346,-0.675761
-0.226314,-0.681701
-0.225283,-0.687641
-0.224252,-0.693581
-0.223221,-0.699521
-0.222189,-0.705461
-0.221157,-0.711401
-0.220125,-0.717341
-0.219094,-0.723281
-0.218062,-0.729221
-0.217030,-0.735161
-0.215999,-0.741101
-0.214968,-0.747041
-0.213937,-0.752981
-0.212906,-0.758921
-0.211875,-0.764861
-0.210844,-0.770801
-0.209814,-0.776741
-0.208783,-0.782681
-0.207752,-0.788621
-0.206721,-0.794561
-0.205690,-0.800501
-0.204659,-0.806442
-0.203628,-0.812382
-0.202597,-0.818322
-0.201565,-0.824262
-0.200534,-0.830202
-0.199503,-0.836142
-0.198471,-0.842083
-0.197440,-0.848023
-0.196409,-0.853963
-0.195364,-0.859900
-0.194179,-0.865704
-0.192956,-0.869611
-0.192172,-0.871038
-0.193929,-0.868833
-0.195042,-0.867678
-0.195708,-0.867014
-0.196113,-0.866611
-0.196367,-0.866356
-0.196531,-0.866191
-0.195201,-0.867483
-0.192187,-0.869760
-0.191282,-0.870289
-0.190751,-0.870626
-0.190259,-0.870932
-0.186924,-0.872981
-0.185125,-0.873788
-0.183936,-0.874373
-0.180513,-0.876002
-0.176555,-0.877381
-0.174109,-0.878156
-0.171777,-0.878974
-0.166935,-0.880569
-0.161236,-0.881799
-0.156817,-0.882470
-0.153048,-0.883121
-0.147558,-0.884139
-0.141613,-0.884841
-0.135600,-0.885281
-0.129583,-0.885575
-0.123563,-0.885774
-0.117541,-0.885907
-0.111517,-0.885995
-0.105492,-0.886046
-0.099465,-0.886064
-0.093437,-0.886052
-0.087409,-0.886017
-0.081381,-0.885962
-0.075352,-0.885890
-0.069324,-0.885804
-0.063296,-0.885707
-0.057268,-0.885600
-0.051240,-0.885485
-0.045212,-0.885363
-0.039184,-0.885236
-0.033157,-0.885104
-0.027129,-0.884969
-0.021101,-0.884831
-0.015074,-0.884690
-0.009047,-0.884548
-0.003020,-0.884405
0.003007,-0.884261
0.009034,-0.884116
0.015061,-0.883971
0.021088,-0.883826
0.027115,-0.883681
0.033141,-0.883536
0.039168,-0.883391
0.045195,-0.883246
0.051222,-0.883101
0.057249,-0.882956
0.063276,-0.882811
0.069303,-0.882666
0.075334,-0.882404
0.081329,-0.881673
0.087129,-0.880505
0.089566,-0.879776
0.092192,-0.879252
0.098114,-0.878315
0.103989,-0.876918
0.109679,-0.875088
0.112906,-0.873760
0.115760,-0.872704
0.121404,-0.870822
0.126965,-0.868473
0.131931,-0.865910
0.134307,-0.864496
0.138257,-0.862589
0.143549,-0.859724
0.148628,-0.856445
0.151943,-0.853919
0.153983,-0.852252
0.158802,-0.848909
0.158792,-0.848916
0.161106,-0.848270
0.166298,-0.847647
0.168346,-0.847549
0.169556,-0.847354
0.170145,-0.847228
0.170411,-0.847167
0.174347,-0.846390
0.180162,-0.846100
0.185802,-0.846259
0.190980,-0.846467
0.196321,-0.846614
0.202329,-0.846806
0.208337,-0.847119
0.214344,-0.847496
0.220352,-0.847926
0.226360,-0.848385
0.232368,-0.848862
0.238377,-0.849348
0.244385,-0.849837
0.250410,-0.850210
0.256471,-0.850116
0.262392,-0.849570
0.268174,-0.848569
0.270003,-0.848044
0.272706,-0.847660
0.278665,-0.846999
0.284605,-0.845901
0.290389,-0.844357
0.294480,-0.842900
0.296965,-0.841972
0.301741,-0.840605
0.307434,-0.838631
0.312905,-0.836249
0.316314,-0.834444
0.318821,-0.833101
0.324205,-0.830623
0.329476,-0.827685
0.334286,-0.824489
0.336349,-0.822875
0.341322,-0.819749
0.346628,-0.816876
0.351928,-0.814004
0.357224,-0.811127
0.362518,-0.808261
0.367810,-0.805386
0.373101,-0.802504
0.378391,-0.799618
0.383681,-0.796729
0.388971,-0.793838
0.394261,-0.790947
0.399552,-0.788055
0.404843,-0.785165
0.410134,-0.782274
0.415425,-0.779384
0.420716,-0.776494
0.426007,-0.773604
0.431298,-0.770714
0.436589,-0.767825
0.441880,-0.764935
0.447171,-0.762045
0.452463,-0.759155
0.457754,-0.756265
0.463045,-0.753375
0.468336,-0.750485
0.473627,-0.747594
0.478918,-0.744704
0.484209,-0.741814
0.489487,-0.738899
0.494638,-0.735827
0.498520,-0.733025
0.501092,-0.730522
0.501207,-0.730320
0.500913,-0.730617
0.500743,-0.730784
0.500645,-0.730879
0.500587,-0.730935
0.500553,-0.730967
0.502392,-0.727458
0.503701,-0.723793
0.504724,-0.720922
0.505967,-0.717773
0.507817,-0.712503
0.509378,-0.706694
0.510889,-0.700871
0.512418,-0.695051
0.513965,-0.689233
0.515530,-0.683415
0.517099,-0.677596
0.518668,-0.671776
0.520237,-0.665955
0.521805,-0.660134
0.523373,-0.654312
0.524940,-0.648491
0.526507,-0.642669
0.528073,-0.636847
0.529639,-0.631026
0.531206,-0.625204
0.532772,-0.619382
0.534337,-0.613560
0.535903,-0.607738
0.537469,-0.601916
0.539034,-0.596094
0.540600,-0.590272
0.542166,-0.584449
0.543731,-0.578627
0.545297,-0.572805
0.546862,-0.566983
0.548428,-0.561161
0.549994,-0.555339
0.551560,-0.549517
0.553126,-0.543695
0.554692,-0.537873
0.556258,-0.532052
0.557824,-0.526230
0.559390,-0.520408
0.560956,-0.514586
0.562522,-0.508764
0.564101,-0.502945
0.565795,-0.497153
0.567646,-0.492028
0.569527,-0.488262
0.571306,-0.485886
0.569775,-0.487524
0.568804,-0.488503
0.568199,-0.489117
0.567822,-0.489497
0.567585,-0.489731
0.567435,-0.489877
0.570264,-0.487794
0.572642,-0.486501
0.573984,-0.485697
0.576206,-0.484209
0.580722,-0.481914
0.585755,-0.479944
0.591068,-0.477937
0.596686,-0.475835
0.602319,-0.473739
0.607951,-0.471621
0.613584,-0.469482
0.619218,-0.467341
0.624853,-0.465200
0.630490,-0.463060
0.636126,-0.460921
0.641764,-0.458783
0.647401,-0.456645
0.653038,-0.454508
